Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
User Experience Data Analyst,Microsoft Powerpoint| Data Analysis| Project Management| UX,Lenovo,Computers and Electronics,,,30,NC,"10,000+"
Sr. Data Analyst,Informatica,UBS,Banks and Financial Services,1674,3.900000095,30,NJ,"10,000+"
Data Analyst,Pig| Hive| Data Mining| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Python,Deloitte,Consulting and Business Services,7197,4,30,DC,"10,000+"
Data Analyst Senior,SharePoint| Microsoft Powerpoint| SQL| Microsoft Office,One Call,Insurance,357,3,9,NY,
Data Architect / Data Analyst,Data Management| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,27,NY,"10,000+"
Data Architect / Data Analyst,Data Management| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,27,NY,"10,000+"
Portfolio Data Analyst,Data Mining| Data Management| Marketing| R| SAP| Python,Monsanto,Agriculture and Extraction,1601,4.199999809,9,MO,"10,000+"
Sector Data Analyst - Healthcare,Python| SQL,Balyasny,,5,4.400000095,30,NY,
Operations Master Data Analyst - Supply Chain,PeopleSoft| ERP Systems,Ascension Healthcare,Health Care,457,3.299999952,1,IL,
Commercial Data Analyst,,Anheuser-Busch,,,,30,MO,
Data Analyst,Machine Learning| SQL,Harnham,Consulting and Business Services,6,4.800000191,30,CA,"Less than 10,000"
Blockchain Data Analyst,Microsoft SQL Server| Hadoop| Oracle| C/C++| SQL| Java| Big Data| PostgreSQL| Python,DRW Trading Group,,7,4.599999905,30,IL,
Senior Data Analyst,Business Intelligence| Microsoft SQL Server| Machine Learning| R| SQL| Tableau| Alteryx| Python,Capital Group Companies,Banks and Financial Services,302,4.099999905,23,CA,"Less than 10,000"
"Data Analyst Manager, Safety and Insurance",Hive| Data Analysis| R| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
Data Analyst/Business Analyst -Digital Health and Telehealth,JavaScript| Project Management| SQL| HTML5| Tableau,Seattle Children’s,Health Care,210,4,30,WA,"Less than 10,000"
Global HR Master Data Analyst,OBIEE| Oracle,Estee Lauder,Consumer Goods and Services,1464,4.099999905,30,NY,"10,000+"
Sr. Data Analyst,Data Mining| Machine Learning| Hadoop| R| SQL| Java| Natural Language Processing| Predictive Analytics| Python,[24]7,Computers and Electronics,211,3.900000095,13,CA,"10,000+"
Sr. Data Analyst,Data Mining| Machine Learning| Hadoop| R| SQL| Java| Natural Language Processing| Predictive Analytics| Python,[24]7,Computers and Electronics,211,3.900000095,13,CA,"10,000+"
Blockchain Data Analyst,Microsoft SQL Server| Hadoop| Oracle| C/C++| SQL| Java| Big Data| PostgreSQL| Python,DRW,,,,30,IL,
Senior Data Analyst,Quantitative Analysis| Data Mining| R| Statisical Analysis| Python| SQL| Tableau,PeerStreet,,,,10,CA,
SAS Data Analyst,Microsoft SQL Server| Data Mining| R| SAS| Tableau| STATA| SharePoint| MATLAB,"Onyx Government Services, LLC",,4,4.5,30,DC,
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,Consulting and Business Services,183,3.799999952,21,IL,"Less than 10,000"
Data Analyst/Consultant,Data Mining| Machine Learning| Hadoop| R| Perl| SAS| C/C++| Java| .Net| C#| SPSS| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,20,DC,"10,000+"
Sr Data Analyst,Pig| Hive| Machine Learning| Hadoop| Perl| Spark| Python,Oath Inc,Telecommunications,33,3.900000095,30,CA,
Senior Data Analyst,Machine Learning| R| SQL| Python,Credit Sesame,,,,30,CA,
Data Analyst II,,Unisys,Internet and Software,1924,3.700000048,30,MD,"10,000+"
"Senior/Data Analyst, Marketing Data & Intelligence (North Am...",Google AdWords| Time Management| Marketing| SQL,WeWork,Consulting and Business Services,81,3.200000048,7,CA,
"Senior Data Analyst, CBS",Hive| Hadoop| R| SQL| Tableau| Python,Criteo,,27,4,30,NY,
Cybersecurity Data Analyst,Splunk| Cybersecurity| Data Mining| Machine Learning| Scripting| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,14,VA,"10,000+"
Senior Data Analyst,Microsoft SQL Server| Time Management| SQL| Tableau| Data Warehouse,Red Ventures,Internet and Software,511,3.299999952,30,NY,"Less than 10,000"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,29,DE,"10,000+"
Data Analyst,SAS| Microsoft Office| SQL| Tableau| SPSS| Microsoft Windows Server| Business Analysis,Virbac Animal Health,,22,3.599999905,30,TX,
"System Analyst, Data & Analytics",Microsoft SQL Server| Software Development| Power BI| Oracle,Mississippi Lime Company,,20,4,30,MO,
BI Data Analyst - Limited Term (Open),Database Administration| Microsoft SQL Server| PowerShell| Oracle| Crystal Reports| SQL| GIS,County of San Mateo,Government,119,4,30,CA,
Sr. Data Analyst,Microsoft Powerpoint| Microsoft Office| SharePoint,Softrams,,,,30,MD,
Specialist I - Sr. Business Data Analyst,R| SAS| SQL| Tableau,TXU Energy,Energy and Utilities,262,3.700000048,21,TX,"Less than 10,000"
Data Analyst with SAS SQL,Data Mining| R| SAS| SQL,BLUECUBE Information Technology,,,,30,NJ,
"Data Protection, Data Analyst",Microsoft SQL Server| SQL| Confluence| SharePoint| NFS,Equifax,Banks and Financial Services,550,3.700000048,30,GA,"10,000+"
Technical Big Data Analyst,Java| Big Data| Cassandra| Hive| Spark| Machine Learning| Kafka| Scala| SQL| Apache,Jet.com,Internet and Software,183,3.5,30,NJ,"Less than 10,000"
Marketing Data Analyst,Statistical Software| Quantitative Analysis| Data Mining| Microsoft Powerpoint| Marketing Automation| Marketing| Digital Marketing| Microsoft Office| Excel,CooperVision,Consumer Goods and Services,180,3.900000095,30,NY,"Less than 10,000"
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,Internet and Software,2641,4.300000191,18,NY,"10,000+"
Operational Analyst - Data Analytics,Intelligence Experience| Perl| MATLAB| SQL,Lockheed Martin Corporation,Aerospace and Defense,6415,4.099999905,30,VA,"10,000+"
"Initiative - Senior Analyst, Analytics",Microsoft Powerpoint| Visual Basic| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,"Media, News and Publishing",48,3.700000048,1,NY,
"Initiative - Senior Analyst, Analytics",Microsoft Powerpoint| Visual Basic| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,"Media, News and Publishing",48,3.700000048,1,NY,
Senior Data Analyst,Data Mining| Machine Learning| R| SAS| Tableau| MATLAB| Python,ALC,,18,3.299999952,30,NJ,
HR Analytics Enablement & Data Wrangling Analyst,SAS,SunTrust,Banks and Financial Services,3532,3.599999905,28,GA,"10,000+"
"Senior Analyst, Data & Analytics",Google Analytics| SQL| Tableau| Python,MWW Group,,5,2.799999952,30,NY,
Sr. Data Analyst / Sr. Splunk Analyst,Splunk| Big Data| Linux| Data Mining| Hadoop| NoSQL| Shell Scripting| Scripting,Accolite Software India,,,,30,TX,
Sr. Data Analyst / Sr. Splunk Analyst,Splunk| Big Data| Linux| Data Mining| Hadoop| NoSQL| Shell Scripting| Scripting,"Accolite, Inc.",,,,30,TX,
Enterprise Data Analyst,Microsoft SQL Server| ERP Systems| Data Warehouse| Power BI| Data Analysis| SAP| GIS,Esri,Internet and Software,92,3.799999952,30,CA,"Less than 10,000"
Senior Data Analyst - SAP BW SME,SAP| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,1,TX,"10,000+"
Intelligence Data Analyst,Machine Learning| R| Python,Intelligent Waves Llc,Aerospace and Defense,14,4.099999905,30,VA,"Less than 10,000"
Oracle DRM Master Data Analyst,SOX| SharePoint| Hyperion| SAP| Oracle| Excel,General Motors,Auto,6241,4.199999809,30,MI,"10,000+"
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,Health Care,3285,4.099999905,6,MA,"10,000+"
"Senior Data Analyst, CBS, Analytics",Hive| Hadoop| R| SQL| Tableau| Python,Criteo,,27,4,30,NY,
"Specialist, Data Analyst (Tech.)",Database Administration| Data Warehouse| Tableau,BNY Mellon,Banks and Financial Services,3444,3.599999905,30,NJ,"10,000+"
Sr. Data Analyst,Business Intelligence| Microsoft SQL Server| SAP| Oracle| SAS| SQL| Microsoft Office| Tableau| Alteryx,"PJM Interconnection, LLC",,13,4.5,4,PA,
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,Internet and Software,14,4.199999809,27,TX,"Less than 10,000"
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,Internet and Software,2641,4.300000191,18,CA,"10,000+"
Lead Data Analyst,,EmblemHealth,Insurance,,,30,NY,"Less than 10,000"
Data Analyst - Group Internal Audit,Alteryx| Project Management| SAS| Oracle| SQL| Tableau,UBS,Banks and Financial Services,1674,3.900000095,23,USA,"10,000+"
Sr Analyst-Hotel Data Analytics,Microsoft Powerpoint| Hadoop| SQL| Microsoft Office| Tableau,Priceline.com,"Restaurants, Travel and LeisureConsulting and Business Services",77,3.900000095,30,CT,"Less than 10,000"
Lead Data Analyst,Visual Basic| SAS| SQL| Tableau,EmblemHealth,Insurance,517,3.599999905,28,NY,"Less than 10,000"
Oncology Pharmacy Data Analyst,Business Intelligence| Tableau| Medical Insurance,Oklahoma Cancer Specialists and Research Institute,,,,30,OK,
Senior Data Analyst,Pig| Hive| Hadoop| R| Tableau| Big Data| Java| MySQL| Cassandra| Data Analysis| Python,Huawei,Industrial Manufacturing,2581,3.799999952,30,CA,"10,000+"
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,Internet and Software,14,4.199999809,27,TX,"Less than 10,000"
Sr Supply Chain Data Analyst - Distribution,Supply Chain Experience| Excel| Microsoft Access,Columbia Sportswear,Retail,324,3.700000048,19,OR,"Less than 10,000"
Data Analyst/Business Intelligence Consultant,Business Intelligence| Microsoft Office| Tableau| Process Mapping| Accounting| GAAP| Project Management Methodology,"Blytheco, LLC",,,,30,CO,
Big Data Technical Data Analyst,Big Data| NoSQL| Hadoop| IT Experience| Compliance Management| HBase,Discover Financial Services,Banks and Financial Services,1948,4,30,IL,"10,000+"
Senior Data Analyst,JavaScript| Design Patterns| SQL| HTML5| Java| AWS,GlassDoor,"Restaurants, Travel and Leisure",,,30,VA,"10,000+"
"Senior Marketing Data Analyst, Events",Big Data| Hadoop| R| Python| SQL| Tableau,Cisco Systems,Internet and Software,4251,4.099999905,6,NY,"10,000+"
Business Intelligence Developer and Data Analyst,System Design,Johns Hopkins Health System,Health Care,1303,4.099999905,19,MD,"10,000+"
"Marketplace Analyst, Publisher Yield Analytics",Hive| R| Statisical Analysis| SQL| Tableau| Python,Facebook,Internet and Software,387,4.199999809,19,CA,"10,000+"
Sr. Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Scripting| R| Crystal Reports| SQL| Microsoft Access| Tableau| Java| .Net| Microsoft Word| ArcGIS| C#| Python,ddms,,5,2.599999905,27,USA,
Data Analyst/Project Manager,Project Management| WordPress| Leadership Experience| PHP,momofuku,,12,4.300000191,19,NY,
IT Data Analytics and Born Digital Analyst,Machine Learning| Project Management| Power BI,RB,,624,3.700000048,30,NJ,
Data Analyst - SAP - BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Data Analyst Lead - SAP BI Reporting SME,Data Mining| SAP| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,1,TX,"10,000+"
Data Analyst and Video Logistics Specialist,Machine Learning| Microsoft Powerpoint,Alarm.com,Consumer Goods and Services,13,4.400000095,30,VA,"Less than 10,000"
"Sr. Data Analyst - Moon Twp, PA",Business Intelligence| Microsoft SQL Server| Data Mining| Machine Learning| TFS| Power BI| R| Azure| Image Processing| JSON| SQL| Tableau| Java| T-SQL| Visual Studio| Python| Data Science,ServiceLink,,382,3.099999905,5,PA,
Senior Business Data Analyst,Splunk| SQL| AWS| Tableau,Splunk,Internet and Software,30,4.300000191,13,CA,"Less than 10,000"
"Internal Audit Analyst, Data Analytics and Automation",Hive| Data Analysis| R| Oracle| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,Banks and Financial Services,6790,4,30,VA,"10,000+"
Clinical Data Analyst II,CDISC Standards| SAS| Clinical Trials| SQL,Becton Dickinson,,960,4,30,MD,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting and Business Services,6072,3.799999952,29,SC,"10,000+"
Sr Supply Chain Data Analyst - Demand and Supply,Supply Chain Experience| Excel| Tableau| Microsoft Access,Columbia Sportswear,Retail,324,3.700000048,13,OR,"Less than 10,000"
Senior Business Data Analyst,Splunk| SQL| AWS| Tableau,Splunk,Internet and Software,30,4.300000191,13,CA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Azure| SQL| T-SQL| Confluence| Jira| Data Mining| Oracle,Abacus Data Systems,Internet and Software,17,2.900000095,30,CA,"Less than 10,000"
"Data Analyst, Mid",Microsoft Powerpoint| Visual Basic| Power BI| Excel| Microsoft Office| Tableau,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,26,DC,"10,000+"
Data Analyst,Pig| Hive| Data Mining| Machine Learning| TS/SCI Clearance| Hadoop| R| SAS| SQL| Tableau| Python,Deloitte,Consulting and Business Services,7197,4,30,VA,"10,000+"
"Business Analyst – Data Warehouse, Analytics & BI",Data Warehouse| Project Management| SQL,UBS,Banks and Financial Services,1674,3.900000095,30,NY,"10,000+"
BI Data Analyst Lead,PL/SQL| Data Warehouse| Design Experience| Oracle| SQL,City National Bank,Banks and Financial Services,199,3.700000048,30,CA,"Less than 10,000"
Sr Finance Data Analyst,Business Analysis| SQL| Tableau,LendingClub,Banks and Financial Services,64,3.599999905,30,CA,"Less than 10,000"
Senior Data Analyst,R| Python| SQL| Tableau,Intuit,Internet and Software,1103,4.199999809,26,CA,"Less than 10,000"
Senior Technical Business/Data Analyst,Oracle| SQL| Microsoft Office| DB2,T. Rowe Price,Banks and Financial Services,348,3.900000095,4,MD,"Less than 10,000"
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,Health Care,3285,4.099999905,22,CA,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.099999905,30,FL,"10,000+"
Data Analyst - Design+Construction and Cost+Risk Management,JavaScript| R| Microsoft Office| HTML5| Tableau| Big Data|  Project / Program Management| Python,MGAC,,3,4,16,CA,
CRM Admin/Data Analyst,Alteryx| Tableau,Neuberger Berman,Banks and Financial Services,61,3.799999952,30,NY,"Less than 10,000"
Data Analyst,Data Mining| R| SAS| SQL| Java| Intelligence Experience| SPSS| MATLAB| Python,ManTech International Corporation,Aerospace and Defense,1275,4,30,VA,"Less than 10,000"
Data Analyst,Data Mining| R| SAS| SQL| Java| Intelligence Experience| SPSS| MATLAB| Python,ManTech International Corporation,Aerospace and Defense,1275,4,30,VA,"Less than 10,000"
Business Data Analyst 3,Microsoft SQL Server| ERP Systems| Azure| SQL| Tableau| Big Data| Telecommunication| AWS,Asurion,Telecommunications,1905,3.700000048,6,TN,"10,000+"
"Data Analyst, Principal",Hadoop,CACI,Consulting and Business Services,1435,3.900000095,30,DC,"10,000+"
"Analyst, Advanced Analytics and Data Science",Business Intelligence| Microsoft SQL Server| Scripting| Azure| SQL| Tableau| Design Experience| Python,Kennametal,Industrial Manufacturing,382,3.799999952,8,PA,"10,000+"
"Business / Data Analyst, Officer",Microsoft Powerpoint| Business Analysis| Microsoft Office| Microsoft Access,State Street,Banks and Financial Services,2067,3.5,17,MA,"10,000+"
Lead Data Analyst,Microsoft SQL Server| Oracle| SAS| Crystal Reports| SQL| Microsoft Office| Microsoft Word| Data Analysis,EmblemHealth,Insurance,517,3.599999905,28,NY,"Less than 10,000"
Senior Data Analyst,JavaScript| Machine Learning| Hadoop| R| Perl| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,,16,3.200000048,30,CA,
Sr Master Data Analyst,Time Management| Microsoft Powerpoint| SQL,Allergan,Pharmaceuticals,1078,3.799999952,30,OH,"10,000+"
USPS Data Analyst,Data Mining| Microsoft SQL Server| Power BI| Oracle| SAS| SQL| Teradata,MVM,Consulting and Business Services,224,3.5,30,VA,
Magento Sr Marketing Technology and Data Analyst,Salesforce CRM| Marketing Automation| Magento| Marketing| Adobe Marketing| Tableau,Magento,,5,4,4,CA,
Data Analyst,R| SAS| SQL| Tableau| Predictive Analytics| Python,Jobspring Partners,Human Resources and Staffing,31,3.700000048,21,MD,
Cybersecurity Data Analyst-Secret Clearance,Pig| Hive| Data Mining| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Troubleshooting| Python,Deloitte,Consulting and Business Services,7197,4,30,DC,"10,000+"
"IT Data Analyst, Senior",Informatica| Data Analysis| Leadership Experience| Oracle| SQL,Blue Shield of California,Health Care,542,3.599999905,27,CA,"Less than 10,000"
Hedge Fund Junior Data Analyst,Accounting,Mission Staffing,,,,30,NY,
"Analyst, Supply Chain Analytics",Visual Basic| Microsoft Office| SQL| Tableau| Java| STATA| SPSS| MATLAB| Python,HelloFresh,Food and Beverages,236,3.200000048,5,NY,
DATA ANALYST - 18210882,Perl| SAS| SQL| Java| SPSS,CTG,Internet and Software,193,3.599999905,28,NY,
PhD Data Analyst,Data Analysis| R| Python| SQL,Jobspring Partners,Human Resources and Staffing,31,3.700000048,8,IL,
Data Analyst,Microsoft SQL Server| Data Warehouse| Informatica| Perl| Oracle| Python,Lorven Technologies,,,,13,NJ,
Data Analyst - Channel Management,SAS| Tableau,USAA,Insurance,2174,4,26,TX,"10,000+"
Global HRIS Business and Data Analyst-Workday,Time Management| Workday| Microsoft Office| Payroll,JLL,Real Estate,1887,3.799999952,16,IL,"10,000+"
Technology Spring 2019 Intern - TDC Consumer Analytics Data...,Hive| Data Mining| Machine Learning| R| Scala| SQL| Python,Time Warner,"Media, News and Publishing",123,4.199999809,5,GA,"10,000+"
Sr. Data Analyst - Health Plan Group,JavaScript| Data Mining| XML| SAS| Excel| SQL| SPSS,Health First,Health Care,381,3.700000048,30,FL,
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.099999905,30,CT,"10,000+"
Data Analyst (Power BI Reports Developer),Microsoft SQL Server| Time Management| Power BI| SQL| Data Warehouse| Git,Halfaker and Associates,,24,3.799999952,30,VA,
"Senior Data Analyst, Planning Analytics",Machine Learning| R| Statisical Analysis| Python| SQL| Tableau,MM.Lafleur,,6,2.700000048,30,NY,
Sr. Data Analyst,Excel| SQL| Tableau| Jira,Chicago Trading Company (CTC),,,,30,IL,
Hadoop Developer/Admin/Data Analyst,Hadoop| R| Oracle| SQL| Java| Data Warehouse| Design Experience| NoSQL| Python,"Integral Consulting Services, Inc.",Government,18,3.5,30,MD,"Less than 10,000"
Data Analyst,SDLC| Microsoft Windows Server,Lorven Technologies,,,,18,CA,
Senior Business Data Analyst- Digital,Google Analytics| SQL| Tableau| QlikView,National Funding,,11,3.5,11,CA,
"Data Analyst Consultant, Professional Services - NYC",Pig| Hive| Microsoft SQL Server| SQL| JavaScript| Business Intelligence| Ruby| Oracle| Spark| Data Warehouse| Python,Looker,Internet and Software,4,4,30,NY,"Less than 10,000"
Lead Data Analyst and Mapper - Healthcare Provider,SQL,Perficient,Consulting and Business Services,50,3.400000095,30,WV,"Less than 10,000"
Retail Data Analyst,Quantitative Analysis| Machine Learning| Hadoop| R| SAS| SQL| Analysis Skills| Python,Clearpoint,,33,3.299999952,30,TX,
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.099999905,30,NY,"10,000+"
Business Intelligence Data Analyst,Business Intelligence| Hive| Data Mining| Ruby| Hadoop| Scripting| SAS| Oracle| Excel| SQL| HBase| Big Data| Spark| Data Analysis| Python,CACI,Consulting and Business Services,1435,3.900000095,30,VA,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.099999905,30,CA,"10,000+"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29963,3.799999952,7,TX,"10,000+"
"Strategic Analyst, Senior (Measurement, Data Analytics and P...",R| Oracle| SAS| Python| SQL| Tableau,PG&E,Energy and Utilities,599,3.900000095,30,CA,"10,000+"
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,"Media, News and Publishing",1829,4.099999905,30,MN,"10,000+"
Senior Data Analyst,R| Python| SQL| Tableau,Harnham,Consulting and Business Services,6,4.800000191,30,CA,"Less than 10,000"
Senior Data Analyst Contractor,R| Python| SQL| Tableau,Harnham,Consulting and Business Services,6,4.800000191,7,CA,"Less than 10,000"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,Banks and Financial Services,29963,3.799999952,30,TX,"10,000+"
Senior Data Analyst,SQL,Harnham,Consulting and Business Services,6,4.800000191,30,CA,"Less than 10,000"
Data Analyst,Machine Learning| Python| SQL,7Park Data,,,,1,NY,
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.300000191,14,CA,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.300000191,14,NY,"10,000+"
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,Internet and Software,2641,4.300000191,14,CA,"10,000+"
"Data Analyst, Customer Success Cash App",Data Mining| Ruby| R| Python| SQL| Tableau,Square,Banks and Financial Services,64,3.900000095,6,CA,"Less than 10,000"
Data Analyst - Machine Learning,TensorFlow| Pig| Hive| Data Mining| Machine Learning| Hadoop| R| Image Processing| HBase| Java| Spark| Signal Processing| Python| AWS,Siemens,Computers and Electronics,6479,4.099999905,15,GA,"10,000+"
HR Data Analyst,Microsoft Powerpoint,uJoynus,Industrial Manufacturing,34,3.799999952,30,CA,"Less than 10,000"
Data Analyst,Data Analysis| SQL,First Republic Bank,,131,4,28,CA,
Senior Data Analyst - Tableau Job,Data Mining| Machine Learning| Tableau,SAIC,Aerospace and Defense,2279,4,14,DC,"10,000+"
"Data Analyst Survey Insights, Safety & Insurance",Survey Design| Hive| Spark| R| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
Data Analyst / Modeler,Pentaho| Project Management Methodology| Hadoop| Project Management| SQL,BMO Financial Group,Banks and Financial Services,1830,3.799999952,30,WI,"10,000+"
Data Analyst,Data Management| SDLC| R| SQL| Java| Design Experience|  Project / Program Management| Python| Jira,CAPCO,Consulting and Business Services,103,3.5,23,NY,"Less than 10,000"
BXB Digital - Data Analyst,Data Mining| QlikView| Business Analysis| SQL| Microsoft Office| Tableau,CHEP,Consulting and Business Services,480,3.599999905,30,CA,"10,000+"
"Big Data, Data Analyst",Hive| Business Intelligence| Microsoft SQL Server| Hadoop| SQL| HBase| Tableau| Big Data| Data Warehouse| PostgreSQL| Data Analysis| Shell Scripting| Python,ExcelaCom,,11,3,28,CO,
Sr. Data Analyst,Data Mining| Machine Learning| R| SQL| Tableau| S3| Data Analysis| Python| AWS,Fender,,14,2.900000095,7,CA,
Life Sciences Data Analyst and Consultant,Machine Learning| Power BI| R| SAS| Tableau| Design Experience| Leadership Experience| Python| Data Science,ClearView Healthcare Partners,Health Care,2,5,29,MA,
Senior Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,30,NY,"10,000+"
Senior Data Analyst,,Capgemini,Consulting and Business Services,6072,3.799999952,30,NY,"10,000+"
Cloud Data Analyst,Data Mining| Machine Learning| R| SQL| Spark| Python,State Street,Banks and Financial Services,2067,3.5,30,NY,"10,000+"
Data Analyst - Strategic Finance,Hive| Business Intelligence| Machine Learning| Project Management| R| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
"Data Analyst - Consultant - San Francisco, CA",Machine Learning| Oracle| SAS| SQL| Tableau| Data Warehouse| QlikView| Informatica,Clarity Insights,,10,3.5,22,CA,
Business Analyst - Performance Data Analyst,Data Analysis| Jira| SQL,First Republic Bank,,131,4,30,CA,
Senior Data Analyst,Data Mining| Hadoop| R| SAS| SQL| Tableau| SPSS| Data Analysis| MATLAB| Leadership Experience| Python,Rockstar New York,,,,30,NY,
IT Big Data Analyst,Pig| Hive| Hadoop| Kafka| SQL| HBase| Big Data| Cassandra| Spark| Informatica| NoSQL,UBS,Banks and Financial Services,1674,3.900000095,30,NJ,"10,000+"
Senior Data Analyst,Hive| Hadoop| Marketing| Digital Marketing| SQL| Tableau| Confluence| Spark| Design Experience| Python| Jira,Disney,"Restaurants, Travel and Leisure",4330,4.199999809,30,NY,"10,000+"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,21,VA,"10,000+"
"Tableau Developer, Data Products",Java| Business Intelligence| Hadoop| SAS| Python| SQL| Tableau,Visa,Banks and Financial Services,656,4,30,CA,"10,000+"
"Assessment Science Analyst, People Analytics",Survey Design| SPSS| R| Python,Facebook,Internet and Software,387,4.199999809,19,NY,"10,000+"
Data Analytics & Data Science Analyst,Pig| Linux| Hive| Data Mining| Machine Learning| Hadoop| Scala| R| SQL| Tableau| Java| Spark| Data Analysis| Python| AWS,Lockheed Martin Corporation,Aerospace and Defense,6415,4.099999905,30,CT,"10,000+"
"Senior Analyst, Hotels Data Analytics",Data Mining| Hadoop| Oracle| Python| SQL| Tableau,Priceline.com,"Restaurants, Travel and LeisureConsulting and Business Services",77,3.900000095,30,CT,"Less than 10,000"
Technology and Data Analyst (Ratings Risk Review),Data Mining| Machine Learning| Data Warehouse| QlikView| Visual Basic| Python| SQL| Tableau,S&P Global,Banks and Financial Services,700,4,30,NY,
Business Intelligence / Data Analyst II,Hive| Business Intelligence| Spark| Data Warehouse| Hadoop| Scripting| Python| SQL,Uber,Internet and Software,641,3.799999952,30,CA,"10,000+"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,30,VA,"10,000+"
Data Analyst for Cyber Security Team,CISSP| Splunk| Information Security| CISM,SWIFT,,,,30,VA,
