Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Clinical Data Analyst,ICD Coding| R| SQL| Python,Celmatix,Blank,,,30,NY,
Data Analyst,,CDW,Blank,,,1,IL,
Software Data Analyst,Microsoft SQL Server| SQL| Microsoft Office| Data Analysis,CCC Information Services Inc.,Internet and Software,73,3.9,30,NJ,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Quantitative Analysis| Machine Learning| Microsoft Powerpoint| R| SAS| Oracle| SQL| Microsoft Office| Tableau| SPSS| Software Development| Python,CBRE,Real EstateReal Estate,2216,3.8,20,OH,"10,000+"
Clinical Data Analyst - Precision Medicine,Microsoft SQL Server| Microsoft Powerpoint| SQL| Tableau| Microsoft Word| Data Warehouse| Visio| Informatica,Catholic Health Initiatives,Health Care,689,3.4,5,CO,"10,000+"
Data Analyst,FTP| Software Development| Jira| SQL,Castlight Health,Internet and Software,10,3.4,29,CA,"Less than 10,000"
Data Analyst,Data Analysis| MATLAB| Python| SQL,Castleton Commodities International,Blank,11,3.3,30,TX,
Data Analyst,Data Mining| Analysis Skills| QlikView| SAS| SQL| Microsoft Office| Tableau,Carter Bank and Trust,Banks and Financial Services,24,3.3,24,VA,"Less than 10,000"
IMPACT DATA ANALYST,Power BI| SAS| Tableau| Predictive Analytics| SPSS| Data Analysis,Care.org,Blank,,,21,GA,
Associate Data Analyst-Integra,R| Python| SQL,Care New England Health System,Health Care,33,3.6,30,RI,
Data Analytics Analyst,Alteryx| SQL| Excel,Cardinal Health,Health Care,2722,3.6,30,MA,"10,000+"
Analyst - Transfer Price Data Analytics,,Cardinal Health,Health Care,2722,3.6,13,OH,"10,000+"
Director of Sales & Marketing Analytics & Planning,Leadership Experience,Carbon Black,Internet and Software,7,4.1,30,MA,"Less than 10,000"
"Data Analyst, Analytics",Pig| Hive| Microsoft SQL Server| R| Perl| SQL| Apache| SDLC| SAS| Oracle| HBase| Teradata| Java| .Net| Cassandra| MongoDB| NoSQL| Python,CapTech Consulting,Consulting,15,4.5,30,VA,"Less than 10,000"
"Big Data Architect, Analytics",Pig| Hive| Hadoop| Perl| SDLC| HBase| SQL| Apache| Big Data| Java| Cassandra| MongoDB| NoSQL| Python,CapTech Consulting,Consulting,15,4.5,29,VA,"Less than 10,000"
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,Banks and Financial Services,6790,4,6,VA,"10,000+"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,29,DE,"10,000+"
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,Banks and Financial Services,6790,4,30,VA,"10,000+"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,21,VA,"10,000+"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,Banks and Financial Services,6790,4,30,VA,"10,000+"
"Business Director, Sales Performance, Reporting & Analytics",Quantitative Analysis| Sales Experience| Project Management| Management Consulting| Management Experience,Capital One,Banks and Financial Services,6791,4,18,VA,"10,000+"
Loan Portfolio Data Analyst,Excel,Capital Impact Partners,Blank,3,4,30,VA,
Senior Data Analyst,Business Intelligence| Microsoft SQL Server| Machine Learning| R| SQL| Tableau| Alteryx| Python,Capital Group Companies,Banks and Financial Services,302,4.1,23,CA,"Less than 10,000"
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| Microsoft Office| SharePoint| Visio,Capgemini Government Solutions,Consulting,6072,3.8,30,IN,"10,000+"
Campus Recruiting 2019 - Data Analyst,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,4,USA,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,7,CT,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,6,CT,"10,000+"
ATLANTA Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,6,GA,"10,000+"
Business Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Business Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst Lead,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst Lead,Java| R| Python,Capgemini,Consulting,6072,3.8,20,NY,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,13,NC,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,13,NC,"10,000+"
Data Analyst,Data Warehouse| Informatica| Oracle| SQL,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst,Data Warehouse| Informatica| Oracle| SQL,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst,Informatica| Oracle| SQL,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst,Informatica| Oracle| SQL,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst,Data Analysis,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
Data Analyst,SAS| SQL,Capgemini,Consulting,6072,3.8,13,IL,"10,000+"
Data Analyst,SAS| SQL,Capgemini,Consulting,6072,3.8,13,IL,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,29,CA,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,29,CA,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,30,CA,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting,6072,3.8,30,CA,"10,000+"
EDP Business Data Analyst,,Capgemini,Consulting,6072,3.8,30,NC,"10,000+"
EDP Business Data Analyst,,Capgemini,Consulting,6072,3.8,29,NC,"10,000+"
Data Analyst Lead - Data Quality,Data Mining,Capgemini,Consulting,6072,3.8,13,GA,"10,000+"
Data Analyst 2,SharePoint| Data Mining| Data Analysis| Hadoop| Tableau,Capgemini,Consulting,6072,3.8,30,IL,"10,000+"
BURBANK Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,30,CA,"10,000+"
Business / Data Analyst,,Capgemini,Consulting,6072,3.8,29,NJ,"10,000+"
Business / Data Analyst,,Capgemini,Consulting,6072,3.8,30,NJ,"10,000+"
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting,6072,3.8,15,SC,"10,000+"
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
MU1-QBE-Data Analyst,SQL,Capgemini,Consulting,6072,3.8,30,NY,"10,000+"
MU1-QBE-Data Analyst,SQL,Capgemini,Consulting,6072,3.8,29,NY,"10,000+"
Data Architect / Data Analyst,Data Management| SQL,Capgemini,Consulting,6072,3.8,27,NY,"10,000+"
Data Architect / Data Analyst,Data Management| SQL,Capgemini,Consulting,6072,3.8,27,NY,"10,000+"
Senior Data Analyst - SAP BW SME,SAP| Business Analysis,Capgemini,Consulting,6072,3.8,1,TX,"10,000+"
Data Analyst - SAP - BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Data Analyst Lead - SAP BI Reporting SME,Data Mining| SAP| Business Analysis,Capgemini,Consulting,6072,3.8,1,TX,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,Consulting,6072,3.8,29,SC,"10,000+"
Senior Data Analyst,,Capgemini,Consulting,6072,3.8,30,NY,"10,000+"
Senior Data Analyst,,Capgemini,Consulting,6072,3.8,30,NY,"10,000+"
Data Analyst,Data Management| SDLC| R| SQL| Java| Design Experience|  Project / Program Management| Python| Jira,CAPCO,Consulting,103,3.5,23,NY,"Less than 10,000"
Systems/Data Analyst I,SQL,Canton-Potsdam Hospital,Health Care,23,2.9,7,NY,
"Data Analyst (Python, SQL)",Quantitative Analysis| Microsoft SQL Server| Analysis Skills| Machine Learning| R| SAS| Python| SQL,Candid Partners,Blank,,,16,GA,
Business/ Data Analyst,Data Mining| Microsoft Powerpoint| Business Analysis| SQL,Candid Partners,Blank,,,11,GA,
Data Analyst,Salesforce CRM| Data Analysis,Cancer Treatment Centers of America,Health Care,309,3.8,26,AZ,"Less than 10,000"
Production Data Analyst,Time Management| Microsoft Powerpoint| Oracle| Tableau| Microsoft Word| Data Analysis,Cambria,Consumer Goods and Services,87,2.8,30,MN,"Less than 10,000"
Data Analyst,FTP| Telecommunication| Project Management| SQL| Excel,Calero Software,Blank,15,3.1,30,NY,
"Data Analyst-Washington, DC",,CACI,Consulting,1435,3.9,30,DC,"10,000+"
"Data Analyst-Washington, DC",,CACI,Consulting,1435,3.9,30,DC,"10,000+"
Junior Data Analyst,Microsoft SQL Server| R| SAS| Oracle| SQL| Tableau| Java| Data Warehouse| Data Analysis| Python,CACI,Consulting,1435,3.9,30,DC,"10,000+"
Workforce Data Analyst,Excel| SQL,CACI,Consulting,1435,3.9,27,DC,"10,000+"
Data Analyst,Microsoft SQL Server| Microsoft Office,CACI,Consulting,1435,3.9,30,VA,"10,000+"
Data Analyst,Hadoop,CACI,Consulting,1435,3.9,30,VA,"10,000+"
"Data Analyst, Principal",Hadoop,CACI,Consulting,1435,3.9,30,DC,"10,000+"
Business Intelligence Data Analyst,Business Intelligence| Hive| Data Mining| Ruby| Hadoop| Scripting| SAS| Oracle| Excel| SQL| HBase| Big Data| Spark| Data Analysis| Python,CACI,Consulting,1435,3.9,30,VA,"10,000+"
Commercial Data Analyst,SAS| SQL| Tableau,Cable & Wireless Communications Inc,Blank,293,4.1,1,FL,
Transportation Data Analyst,Microsoft Powerpoint| Microsoft Office,C5T Corporation,Blank,,,12,IL,
Integration Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| Power BI| SDLC| SQL| Microsoft Office| Visio| Data Analysis,"C&A Industries, Inc",Consulting,6,4.3,8,MO,
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,Consulting,16,2.9,30,TX,"Less than 10,000"
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,Consulting,16,2.9,30,TX,"Less than 10,000"
MES Data Analyst,Time Management| Microsoft Office,"Butterball, LLC",Blank,509,3.7,8,NC,
Internal Audit Data Analyst,Microsoft Powerpoint| Microsoft Office| Tableau| Visio,Burlington Stores,Retail,6742,3.4,2,NJ,"10,000+"
Data Analyst,Microsoft SQL Server| Oracle| SQL| Tableau| QlikView| Data Analysis,Buchanan & Edwards,Government,22,4,1,DC,"Less than 10,000"
Data Analyst/Tester,Business Intelligence| Software Testing| Jira| SQL,Buchanan & Edwards,Government,22,4,30,DC,"Less than 10,000"
System Data Analyst,,Bryant & Stratton College,Education and Schools,367,3.9,16,NY,
Epidemiologist and Data Analyst-FHP,Statistical Software| SPSS,BRS,Blank,34,3.7,26,TX,
Epidemiologist and Data Analyst-FHP,Statistical Software| SPSS,BRS,Blank,34,3.7,26,TX,
Data Analyst,SQL,Brown & Brown Insurance,Blank,,,30,CA,
Data Analyst,Hive| Hadoop| R| Azure| SQL| Big Data| Spark| Python,"Brooks Sports, Inc",Blank,31,4,30,WA,
Senior Data Analyst,Data Mining| Data Warehouse,Broadridge,Blank,570,3.6,30,NY,
Data Analyst -II,Business Intelligence| Machine Learning| Hadoop| Oracle| Adobe Marketing| SQL| Tableau,Brillio,Blank,27,3.4,30,CA,
Data Analyst,JavaScript| Microsoft SQL Server| Time Management| SQL| Excel| JSON| Tableau| Angular,Brightree,Consulting,39,3.6,29,GA,
Marketing Data Analyst,Power BI| Marketing| SQL| Microsoft Office| Tableau,Boyne Resorts,Blank,,,13,MI,
Data Analyst,Microsoft Office,Boyd Caton Group (bcg),Blank,,,16,USA,
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,BoxyCharm,Blank,6,2.8,30,FL,
"Data Analyst, Ecommerce",Data Mining| Power BI| R| Python| SQL| Tableau,Boxy Charm,Blank,6,2.8,30,FL,
Data Analyst,Machine Learning| R| Python| SQL,Bowery Farming,Blank,8,5,30,NY,
Research Data Analyst- Healthcare Disparities (PT 20 hours t...,Microsoft Powerpoint,Boston Medical Center,Health Care,451,4,21,MA,
Quality Improvement Data Analyst - Inpatient Medicine,,Boston Children's Hospital,Organization,377,4.2,6,MA,"Less than 10,000"
Quality Improvement Data Analyst,,Boston Children's Hospital,Organization,377,4.2,24,MA,"Less than 10,000"
Quality Improvement Data Analyst,,Boston Children's Hospital,Organization,377,4.2,30,MA,"Less than 10,000"
Quality Improvement Data Analyst,,Boston Children's Hospital,Organization,377,4.2,30,MA,"Less than 10,000"
Data Analyst - Allen,Data Mining| SQL,Boss Fight Entertainment,Blank,,,30,TX,
Data Analyst - Personalized Customer Experience,JavaScript| R| SQL| HTML5| Tableau| Confluence| CSS| Python| Jira,Bose,Computers and Electronics,717,4.2,30,MA,
Growth Hacking Data Analyst,Statisical Analysis| SQL,BorderX Lab Inc,Blank,,,26,CA,
Health Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Microsoft Office,Booz Allen Hamilton,Consulting,1733,3.9,1,MD,"10,000+"
Health Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Microsoft Office,Booz Allen Hamilton,Consulting,1733,3.9,8,MD,"10,000+"
Data Analyst,JavaScript| Data Mining| Machine Learning| Visual Basic| Scripting| R| HTML5| Excel| CSS| Python,Booz Allen Hamilton,Consulting,1733,3.9,30,VA,"10,000+"
Intelligence Data Analyst,Machine Learning| R| Python,Booz Allen Hamilton,Consulting,1733,3.9,17,FL,"10,000+"
"Data Analyst, Junior",Data Mining| Machine Learning| R| Perl| SAS| Tableau| Splunk| SPSS| Docker| Python,Booz Allen Hamilton,Consulting,1733,3.9,30,DC,"10,000+"
IT Data Analyst,Microsoft Powerpoint| Process Improvement| Statisical Analysis| Microsoft Office| Visio,Booz Allen Hamilton,Consulting,1733,3.9,5,TN,"10,000+"
Readiness Data Analyst,Microsoft Powerpoint| Visual Basic| SQL| Microsoft Office| Microsoft Access| Tableau| SharePoint| Visio| Python,Booz Allen Hamilton,Consulting,1733,3.9,14,VA,"10,000+"
Simulation Data Analyst,Quantitative Analysis| Data Mining| R| MATLAB| Python| Excel,Booz Allen Hamilton,Consulting,1733,3.9,14,MA,"10,000+"
Data Analyst,Data Mining| TS/SCI Clearance| Informatica| Data Analysis,Booz Allen Hamilton,Consulting,1733,3.9,14,DC,"10,000+"
Data Analyst/Consultant,Data Mining| Machine Learning| Hadoop| R| Perl| SAS| C/C++| Java| .Net| C#| SPSS| Python,Booz Allen Hamilton,Consulting,1733,3.9,20,DC,"10,000+"
Cybersecurity Data Analyst,Splunk| Cybersecurity| Data Mining| Machine Learning| Scripting| Python,Booz Allen Hamilton,Consulting,1733,3.9,14,VA,"10,000+"
"Data Analyst, Mid",Microsoft Powerpoint| Visual Basic| Power BI| Excel| Microsoft Office| Tableau,Booz Allen Hamilton,Consulting,1733,3.9,26,DC,"10,000+"
"Data Analyst, Mid",Survey Design| OBIEE| Machine Learning| R| SAS| Excel| Tableau| STATA| SPSS| Python,Booz Allen Hamilton,Consulting,1733,3.9,30,DC,"10,000+"
"Data Analyst, Senior",Hive| Hadoop| R| Microsoft Office| SQL| Java| Python,Booz Allen Hamilton,Consulting,1733,3.9,30,VA,"10,000+"
"Tableau Business Intelligence Analyst, Lead",TS/SCI Clearance| Tableau,Booz Allen Hamilton,Consulting,1733,3.9,30,VA,"10,000+"
Business Data Analyst,SQL,BookBub,Blank,,,14,MA,
Consumer Data Analyst I,Time Management| Power BI| R| SAS| Microsoft Office| Python,BOK Financial,Banks and Financial Services,321,3.7,6,OK,"Less than 10,000"
"Specialist, Data Analyst (Tech.)",Database Administration| Data Warehouse| Tableau,BNY Mellon,Banks and Financial Services,3444,3.6,30,NJ,"10,000+"
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,BNP Paribas,Banks and Financial Services,2542,3.9,30,CA,"10,000+"
Data Analyst / Modeler,Pentaho| Project Management Methodology| Hadoop| Project Management| SQL,BMO Financial Group,Banks and Financial Services,1830,3.8,30,WI,"10,000+"
Data Analyst/Business Intelligence Consultant,Business Intelligence| Microsoft Office| Tableau| Process Mapping| Accounting| GAAP| Project Management Methodology,"Blytheco, LLC",Blank,,,30,CO,
Master Data Analyst,Data Mining| ERP Systems| Microsoft Office,BlueLinx Corporation,Blank,99,3.2,30,GA,
DATA ANALYST,Machine Learning| Experimental Design| R| Python| SQL,BlueLabs Analytics,Blank,,,22,DC,
Data Analyst with SAS SQL,Data Mining| R| SAS| SQL,BLUECUBE Information Technology,Blank,,,30,NJ,
Health Data Analyst - Experienced,R| SAS| Microsoft Office| SQL| Microsoft Access| Python,Blue Shield of California,Health Care,542,3.6,21,CA,"Less than 10,000"
Health Data Analyst - Experienced,R| SAS| Microsoft Office| SQL| Microsoft Access| Python,Blue Shield of California,Health Care,542,3.6,20,CA,"Less than 10,000"
Health Data Analyst - Senior,Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office,Blue Shield of California,Health Care,542,3.6,27,CA,"Less than 10,000"
"Health Data Analyst, Rx Reporting",Cordova| Linux| Scripting| Visual Basic| SAS| Crystal Reports| SQL| Microsoft Office| Tableau| PL/SQL| Design Experience| Python,Blue Shield of California,Health Care,542,3.6,12,CA,"Less than 10,000"
"IT Data Analyst, Senior",Informatica| Data Analysis| Leadership Experience| Oracle| SQL,Blue Shield of California,Health Care,542,3.6,27,CA,"Less than 10,000"
Sr Analyst - Data Analyst,Microsoft SQL Server| Data Analysis| SAS,Blue Cross Blue Shield of Michigan,Insurance,609,3.9,9,MI,
Sr Data Analyst - Market Insight & Analytics,Data Mining| Marketing| R| SAS| Microsoft Office| SQL| Supervising Experience| Data Analysis,Blue Cross Blue Shield of Michigan,Insurance,609,3.9,1,MI,
HEDIS/Quality Improvement Data Analyst,Epic| R| SAS| SQL| Microsoft Office| Tableau| Microsoft Word| Cerner| SPSS| Python,Blue Cross Blue Shield of Arizona Advantage,Health Care,2,2.5,1,AZ,
Business-Data Analyst,Microsoft SQL Server| Analysis Skills| SQL,Blue Chip Talent,Blank,4,3.8,30,NC,
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,Food and Beverages,478,3.4,30,TX,"Less than 10,000"
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,Food and Beverages,478,3.4,30,TX,"Less than 10,000"
"Data Analyst, Profiles",Project Management| R| SQL| HTML5| Excel| Python,Bloomberg,"Media, News and Publishing",671,3.9,1,NJ,"10,000+"
"Data Analyst, Social Networking",JavaScript| MySQL| Visual Basic| Oracle| Python| SQL| Excel| HTML5,Bloomberg,"Media, News and Publishing",671,3.9,30,NJ,"10,000+"
"Data Analyst, Content Indexing",JavaScript| Machine Learning| R| Python| SQL,Bloomberg,"Media, News and Publishing",671,3.9,27,NJ,"10,000+"
Data Analyst,,Blade,Blank,20,5,12,CA,
Data Analyst,SQL| Data Analysis,Blackbaud,Internet and Software,77,3.6,30,SC,"Less than 10,000"
Data Analyst,JavaScript| Data Analysis| R| Python| SQL,Bitcoin,Blank,,,1,MO,
"Manager, Data Analyst",R| Python| SQL,Bird Rides Inc.,Transport and Freight,5,4.6,30,CA,
Data Analyst,Survey Design| Data Analysis| R| Statisical Analysis| Python| Quantitative Research| SQL,Bird Rides Inc.,Transport and Freight,5,4.6,29,NY,
Sr. Data Analyst,SQL,Bird Rides Inc.,Transport and Freight,5,4.6,30,CA,
Data Analyst I,Time Management| Power BI| R| SQL| Tableau| Data Warehouse| Python,Bio-Rad,Industrial Manufacturing,281,3.7,1,CA,"Less than 10,000"
Global Project Data Analyst (Data Analyst II),Time Management| SQL,Bio-Rad,Industrial Manufacturing,281,3.7,22,CA,"Less than 10,000"
Healthcare Data Analyst,Machine Learning| SDLC| SAS| SQL| Tableau| Python| Jira| AWS,Bind Benefits,Blank,,,13,MN,
Sr. Risk Data Analyst,Data Mining| Machine Learning| Data Analysis| R| Python| SQL,Bill.com,Blank,11,3.8,30,CA,
Data Analyst,Statisical Analysis| SQL| Tableau,BI Worldwide,Blank,45,4,30,MN,
"MVP, MAOP Data Analyst",Microsoft Word| Microsoft Powerpoint| Microsoft Office,BHP Engineering & Construction,Blank,,,20,TX,
"Associate Data Analyst, Product",R| Python| SQL| Tableau,Betterment LLC,Blank,,,9,NY,
Data Analyst,Microsoft SQL Server| Time Management| R| SQL| Tableau| Data Analysis| Python,Berkadia Commercial Mortgage,Real Estate,48,3.9,30,PA,"Less than 10,000"
Data Analyst within a Data Science Group,JavaScript| Design Patterns| Machine Learning| SDLC| R| Python,Berkadia Commercial Mortgage,Real Estate,48,3.9,30,PA,"Less than 10,000"
Marketing Data Analyst,Marketing,Benchmark Education Company,Blank,16,2.9,30,NY,
Clinical Data Analyst II,CDISC Standards| SAS| Clinical Trials| SQL,Becton Dickinson,Blank,960,4,30,MD,"10,000+"
Clinical Data Analyst,,"Beaver Dam Community Hospitals, Inc.",Health Care,2,5,11,WI,
Marketing Data Analyst,SPSS| Data Analysis| R| Python| Tableau,Beaumont Health,Health Care,738,3.8,26,MI,"10,000+"
Data Analyst II,Business Intelligence| Machine Learning| Hadoop| Oracle| SQL| Tableau| Adobe Marketing,Beachbody,Retail,199,4,30,CA,"Less than 10,000"
"Director of Technology & Analytics, Irvine, CA",Database Marketing| Machine Learning| Hadoop| Azure| Spark| Design Experience| AWS,BCG Digital Ventures,Blank,4,4.5,30,CA,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,Blank,,,15,MI,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,Blank,,,15,MD,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,Blank,,,15,PA,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO,Blank,9,3.9,30,DC,
Data Analyst Planning,HTML5| CPT Coding| SQL| Microsoft Access| ICD-9,Baystate Health,Health Care,331,3.9,30,MA,
EBI Data Analyst III_Datastage,,Baylor Scott & White Health,Health Care,2132,3.9,30,TX,"10,000+"
EBI Data Analyst II,Data Warehouse| SDLC| CSS| SQL,Baylor Scott & White Health,Health Care,2132,3.9,30,TX,"10,000+"
Surveillance Data Analyst,Microsoft SQL Server| R| Eclipse| Crystal Reports| SQL| STATA| MySQL| C#| SPSS| PostgreSQL| OOP| SAS| Java| .Net| Visual Studio| UI,Battelle,Consulting,291,3.8,14,GA,"10,000+"
Surveillance Data Analyst,Microsoft SQL Server| R| Eclipse| Crystal Reports| SQL| STATA| MySQL| C#| SPSS| PostgreSQL| OOP| SAS| Java| .Net| Visual Studio| UI,Battelle,Consulting,291,3.8,20,GA,"10,000+"
Bioinformatician/Data Analyst,Linux| Perl| Bioinformatics| SQL| MATLAB| Molecular Biology| Epidemiology| SAS| Tableau| Java| Python,Battelle,Consulting,291,3.8,30,GA,"10,000+"
Data Analyst,SAS| SQL| Microsoft Access,Bassett Healthcare,Health Care,56,3.4,30,NY,
Data Analyst,Data Mining| Microsoft SQL Server| Oracle| SQL| Data Analysis,Bartech Group,Consulting,103,3.8,1,IA,"Less than 10,000"
Data Analyst,Business Intelligence| Microsoft SQL Server| Power BI| Azure| R| SQL| Tableau| Python,Barings,Blank,16,4.1,19,NC,
"MCI Quality Data Analyst, Miami Cancer Institute, FT, 8a-4:3...",Microsoft Powerpoint| Visio| Tableau,Baptist Health South Florida,Health Care,851,4.2,30,FL,"10,000+"
Data Analyst,Microsoft SQL Server| SAS| SQL| Tableau,Banner Health,Health Care,1764,3.8,30,AZ,"10,000+"
Data Analytics Analyst,Hyperion| SQL| Microsoft Office| Microsoft Access| Tableau,Bank of the West,Banks and Financial Services,983,3.6,30,CA,"Less than 10,000"
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,Banks and Financial Services,167,3.5,5,NC,"Less than 10,000"
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,Banks and Financial Services,167,3.5,5,NC,"Less than 10,000"
Investment Data Analyst,R| Python| SQL,Balyasny,Blank,5,4.4,15,IL,
Sector Data Analyst - Healthcare,Python| SQL,Balyasny,Blank,5,4.4,30,NY,
Healthcare Data Analyst,Microsoft SQL Server,"Baltimore Medical System, Inc.",Blank,41,2.8,30,MD,
Data Analyst - Quality and Process Improvement Data,Oracle,BAE Systems,Aerospace and Defense,3246,3.9,30,NY,"10,000+"
Data Analyst Intern Summer 2019,Bilingual| Microsoft Powerpoint| R| SAS| SQL| Microsoft Office| Java| STATA| Python,Axos Bank,Blank,,,28,CA,
SQL Programmer / Data Analyst,Microsoft Word| Microsoft Powerpoint| PostgreSQL| Oracle| SQL| Tableau,Avkare Inc,Blank,,,22,TN,
Data Analyst,,AVID CENTER STAFF,Blank,,,7,CA,
Marketing Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| Marketing| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python| Attribution Modeling,Autodesk,Internet and Software,333,4.1,30,CA,"Less than 10,000"
"Business Data Analyst, AEX",Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python,Autodesk,Internet and Software,333,4.1,30,CA,"Less than 10,000"
"Analytics Business Partner, Market Intelligence",Customer Segmentation| Microsoft Powerpoint| Marketing| SQL| Excel| Tableau,Autodesk,Internet and Software,333,4.1,30,CA,"Less than 10,000"
Data Analyst,Data Mining,AUTHENTIX INC,Blank,,,30,TX,
Network and Secondary Data Analyst,Microsoft Powerpoint| Project Management| R| Excel| Tableau| STATA,AUSL Chicago,Blank,,,13,IL,
